"id","prob_A","prob_B","prob_C","prob_D","prob_E"
72,0.00271555174213726,0,0,0,0.997284448257863
73,0,0.055668786193021,0.459552396346962,0.224659336358991,0.260119481101027
74,0,0.0170550123326479,0.293190453946519,0.152995556183908,0.536758977536925
75,0.070013093500772,0.172583618352163,0.0705484312380861,0.651906540839102,0.0349483160698769
76,0,0,0.101174464644689,0.306310895039905,0.592514640315406
77,0,0,0.0935166582531156,0.426687766035221,0.479795575711663
78,0.077934178318829,0.061658106673272,0,0.287343618671752,0.573064096336147
79,0.269037790581216,0.474886759444727,0.241735989383547,0.0143394605905106,0
80,0.172111226704269,0.24853516741725,0.190288907991695,0.128464974322993,0.260599723563794
81,0.0207204701231441,0.171722895882775,0.319724515358234,0.30688566264131,0.180946455994537
82,0.124168991732283,0.448584861443258,0.427246146824459,0,0
83,0.164073680525194,0.642864202711156,0.19306211676365,0,0
84,0.206063080282437,0.282470540990889,0.409126938795807,0.0593535776819154,0.042985862248952
85,0,0.384671181275067,0.285446740810791,0.104587196822753,0.22529488109139
86,0.201216521334488,0.0207204701231441,0.439027661763239,0.339035346779128,0
87,0.101174464644689,0.54908033186445,0.228974825863044,0.120770377627817,0
88,0,0.14838687841205,0.129125364455317,0.484605312375019,0.237882444757614
89,0.429995398525926,0.52810257189443,0,0.0419020295796446,0
90,0,0.291765676381726,0.297456582144615,0.313202078983753,0.097575662489906
91,0,0.061658106673272,0.14838687841205,0.155710842882821,0.634244172031857
92,0,0,0.0518210915392196,0.306560674790272,0.641618233670508
93,0.0349483160698769,0.457153635331325,0.133719425872868,0.32235753118671,0.0518210915392196
94,0.0207204701231441,0,0.0492877766603875,0.261812144829443,0.668179608387026
95,0.0518210915392196,0.16940261087312,0.109529451472189,0.50657443890801,0.162672407207462
96,0.061658106673272,0.102078107946364,0.256893158342383,0.428268196883794,0.151102430154187
97,0.608019205565245,0.391980794434755,0,0,0
98,0.070013093500772,0.335263939156028,0.499733776691723,0.0457014139910893,0.0492877766603875
99,0,0.0857025960992889,0.406183680056108,0.363953396950962,0.144160326893641
100,0,0.15674186523955,0.722607222591284,0.120650912169166,0
101,0.228514881827665,0.428506817812124,0.116194749954629,0.226783550405581,0
102,0,0.169107348535194,0.492358749582183,0.132470821600186,0.206063080282437
103,0,0,0.0482830391122781,0.394927616997398,0.556789343890324
104,0.0518210915392196,0.519473805469911,0.407984632867726,0.0207204701231441,0
105,0.00271555174213726,0.329431715907113,0.640290163361615,0.027562568989134,0
106,0,0.0727961881299715,0.701585842758611,0.225617969111418,0
107,0.0935166582531156,0.284506592247453,0.544042571180602,0.077934178318829,0
108,0.00271555174213726,0.30078266389301,0.634843677691581,0.061658106673272,0
109,0.0207204701231441,0.042985862248952,0.35870675418053,0.199483496633737,0.378103416813637
110,0,0,0,0.738187855170557,0.261812144829443
111,0,0,0,0.425647776870588,0.574352223129412
112,0,0.280335973366885,0.183553041441105,0.12433570365806,0.41177528153395
113,0.694830620478081,0.305169379521919,0,0,0
114,0.590628294774969,0.252222963003777,0,0.0843525540912826,0.0727961881299715
115,0.0302781207312713,0.211067035144657,0.352383793890365,0.20020796995127,0.206063080282437
116,0,0.0857025960992889,0.367750386915093,0.363211822503691,0.183335194481927
117,0,0.710705564535408,0.268573965341448,0.0207204701231441,0
118,0,0.027562568989134,0.292832487891534,0.440344814185328,0.239260128934004
119,0.100358757119105,0.413234237700361,0.400704409081245,0.0857025960992888,0
120,0,0,0.0967180373869268,0.371930865834045,0.531351096779029
121,0.0143394605905106,0.1636853497037,0.510165648294548,0.193311939290181,0.118497602121061
122,0,0.15674186523955,0.0302781207312713,0.72727741792989,0.0857025960992888
123,0,0.00835498682749999,0.437768949341229,0.299529944436556,0.254346119394715
124,0.51364492220915,0.193807872485159,0.14838687841205,0.042985862248952,0.101174464644689
125,0.027562568989134,0.0349483160698769,0.387085030695247,0.2717433899494,0.278660694296342
126,0,0.586506706784203,0.350982408156786,0.0625108850590109,0
127,0.133985635211567,0.233645286244875,0.216261013175799,0.416108065367759,0
128,0,0,0.144160326893641,0.496122250696326,0.359717422410033
129,0,0.646288429009114,0.330275549125605,0.0207204701231441,0.00271555174213726
130,0.0143394605905106,0,0.259673248873949,0.159457416981687,0.566529873553853
131,0.24066051732139,0.606343926494702,0.152995556183908,0,0
132,0,0.089220675662406,0.335188444737754,0.401685823270261,0.173905056329579
133,0.206063080282437,0.0545366432813569,0.144589382185844,0.460356599447119,0.134454294803244
134,0.0727961881299715,0.466938143427705,0.304014641104949,0.042985862248952,0.113265165088423
135,0.714325365587206,0.221650861392273,0.0433033028973769,0.0207204701231441,0
136,0.0727961881299715,0.206063080282437,0.13145258537596,0.318445032700255,0.271243113511377
137,0,0.225311501851112,0.00271555174213726,0.430919493364637,0.341053453042114
138,0.398686037775034,0.458286043286214,0.1000420566898,0.042985862248952,0
139,0.207651399880691,0.530696556618836,0.261652043500473,0,0
140,0.169107348535194,0.113479198212492,0.596762541083148,0.120650912169166,0
141,0,0.300250026641069,0.083231355182155,0.205818433566913,0.410700184609863
142,0.528318104388466,0.421424879204389,0.00835498682749999,0.0419020295796446,0
143,0.14838687841205,0.277610624367894,0.0795658973916588,0.421640411698426,0.0727961881299715
144,0,0.350884404604971,0.54907353870523,0.100042056689799,0
145,0,0.0143394605905106,0.162832571317961,0.400468813334002,0.422359154757527
146,0.0083549868275,0.324002748935657,0.461169290509738,0.206472973727106,0
147,0.139218072244205,0.17802481029421,0.500328633160496,0.182428484301089,0
148,0,0.252976915539175,0.203046109725304,0.137705924501814,0.406271050233707
149,0.0143394605905106,0.137523687638508,0.177440157052196,0.208778632024574,0.461918062694211
150,0.107359520664361,0.370212255225905,0.399375019572618,0.123053204537116,0
151,0.00271555174213726,0,0.306691706019277,0.690592742238586,0
152,0.0857025960992889,0,0.354449958694487,0.119836207898474,0.44001123730775
153,0,0.0573253228394627,0.663742614815228,0.17775759770062,0.101174464644689
154,0,0,0.0143394605905106,0.654328979285822,0.331331560123667
155,0,0.14838687841205,0.523061651995849,0.125402515167868,0.203148954424233
156,0.300870034070609,0.247708852897336,0.243823582164933,0.106423066222433,0.101174464644689
157,0.0143394605905106,0.138110256685549,0.613514740007701,0.23403554271624,0
158,0.462194462894336,0.384878529071162,0.152927008034502,0,0
159,0.13145258537596,0.279269161857077,0.284426313893469,0.261866076624542,0.042985862248952
160,0,0,0.0207204701231441,0.22579174431388,0.753487785562976
161,0,0,0.115513925235199,0.494677906555768,0.389808168209033
162,0.120770377627817,0,0.101174464644689,0.253305738017432,0.524749419710062
163,0,0.144206399493098,0.465670732711305,0.347137005546645,0.042985862248952
164,0.0857025960992888,0.22709999741797,0.330403959751503,0.249048942531389,0.107744504199848
165,0.262718855010281,0.529683614122598,0.207597530867122,0,0
166,0.285502793162332,0.407259661910542,0.307237544927126,0,0
167,0,0.235522527132532,0.309953096669263,0.243020434946471,0.211503941251733
168,0.0143394605905106,0.0643736584154093,0.101174464644689,0.403151572595893,0.416960843753498
169,0.115513925235199,0,0.581406678294546,0.303079396470255,0
170,0.051340849076452,0.0727961881299715,0.432994856257663,0.440152554793776,0.00271555174213726
171,0.00271555174213726,0.0207204701231441,0.38476590916504,0.443411190557628,0.14838687841205
172,0.148332946616951,0,0.462953234527187,0.328672944274262,0.0600408745815999
173,0.0573253228394627,0.103890016386826,0.242485097209157,0.523503375434582,0.0727961881299715
174,0.241011396352314,0.315186717673711,0.306886665896202,0,0.136915220077773
175,0.253354313303014,0.483567472334931,0.142307836734238,0.120770377627817,0
176,0,0,0,0.201913701770415,0.798086298229585
177,0,0,0.279790888502428,0.282787241420195,0.437421870077377
178,0.354859852139156,0.17031869366028,0.220475334805848,0.254346119394715,0
179,0.442347383145454,0.352332450164792,0.205320166689754,0,0
180,0.107856118843626,0.517497463580192,0.347083848587048,0.027562568989134,0
181,0.370591995013407,0.377250638427898,0.252157366558695,0,0
182,0,0,0.0349483160698769,0.276076173783209,0.688975510146914
183,0.337607427192778,0.320155846894282,0.342236725912939,0,0
184,0.232253605111659,0.436655138237153,0.331091256651188,0,0
185,0.042985862248952,0.455306383764458,0.243823582164933,0.257884171821657,0
186,0.358835059248736,0.431119955665942,0.061658106673272,0.14838687841205,0
187,0.00271555174213726,0.31358511607726,0.103560136252917,0.580139195927686,0
188,0,0,0.14838687841205,0.172770701932709,0.678842419655241
189,0.0143394605905106,0.477556238587407,0.324826042232888,0.183278258589195,0
190,0,0,0,0.274480504314712,0.725519495685289
191,0.185806726750787,0.466425742902355,0.32235753118671,0.0254099991601479,0
192,0.0083549868275,0,0.300250026641069,0.484723774578779,0.206671211952652
193,0.042985862248952,0.738672944350565,0.0700082467835316,0.148332946616951,0
194,0,0,0.061658106673272,0.113963348779241,0.824378544547487
195,0.101174464644689,0.100042056689799,0.33858705884222,0.312143118288819,0.148053301534472
196,0.398821890045854,0.457017783060505,0.144160326893641,0,0
197,0.00835498682749999,0.0705484312380861,0.549141081592292,0.282470540990888,0.0894849593512338
198,0,0.0725415616623637,0.326833457910254,0.383736008290832,0.21688897213655
199,0.315281285339129,0.493399905794968,0.0705484312380861,0.120770377627817,0
200,0,0,0.0518210915392196,0.574534459992717,0.373644448468063
201,0.0349483160698769,0.14838687841205,0.106423066222433,0.424794998484849,0.285446740810791
202,0.347189815859223,0.24653913390707,0,0.406271050233707,0
203,0.0290754569506441,0.0779341783188289,0.401370559490659,0.491619805239868,0
204,0,0.321845130661361,0.00271555174213726,0.367791879224707,0.307647438371795
205,0.286959628772301,0.281866251395455,0.310403742204428,0.120770377627817,0
206,0,0.0419020295796446,0.255105206972409,0.19554724856955,0.507445514878396
207,0,0.206063080282437,0.156408288361972,0.518545201842856,0.118983429512735
208,0.155715689600061,0.344028807062865,0.14838687841205,0.208778632024575,0.14308999290045
209,0.061658106673272,0,0.233764486660301,0.370129175035983,0.334448231630444
210,0,0,0.0573253228394627,0.284455727331517,0.658218949829021
211,0.12004244460843,0.487833121890738,0.364561864511698,0,0.027562568989134
212,0.249048942531389,0.308849324293573,0.380443626501766,0.061658106673272,0
213,0.120770377627817,0.201897346053918,0.578677627876292,0.077934178318829,0.0207204701231441
214,0.101174464644689,0.0892206756624061,0.199727727488502,0.558056040665183,0.0518210915392196
215,0.177462335362694,0.536219163949391,0.165548123060098,0.120770377627817,0
216,0.120770377627817,0.477503163231603,0.248730902956671,0.101174464644689,0.0518210915392196
217,0.0857025960992889,0.422152812223776,0.398695476310882,0.0907335636239161,0.00271555174213726
218,0,0.233625649271571,0.0628916301088569,0.474967838791907,0.228514881827665
219,0,0.102078107946364,0.439544087233041,0.264930704521458,0.193447100299137
220,0.180946455994537,0.24853516741725,0.196669917524328,0.122083964790359,0.251764494273527
221,0.667095775717718,0.23809727049411,0,0.042985862248952,0.0518210915392196
222,0,0.0207204701231441,0.0661605521297302,0.485111055192183,0.428007922554943
223,0,0.00271555174213726,0,0.919350269939034,0.0779341783188289
224,0,0.075257113404501,0.349407699650495,0.499337619681222,0.0759975672637827
225,0.317320829693494,0.290820946144373,0.115782050378924,0.276076173783209,0
226,0,0.321845130661361,0,0.367791879224707,0.310362990113932
227,0.0727961881299715,0,0.347137005546645,0.101108868199607,0.478957938123776
228,0.456277569953196,0.217133618852074,0.042985862248952,0.283602948945778,0
229,0,0,0.224660394014643,0.277504392052494,0.497835213932863
230,0,0,0,0.774489831697251,0.225510168302749
231,0.399629646040226,0.423184823375186,0.177185530584588,0,0
232,0.222794616560612,0.34515482330365,0.411330090012595,0.0207204701231441,0
233,0,0,0.174438447624912,0.410935515313881,0.414626037061207
234,0.179108642963518,0.16780180836978,0.296796643906353,0.356292904760349,0
235,0.120770377627817,0.291463372636384,0.398901713020839,0.18050954988746,0.0083549868275
236,0.315209494661119,0.469653695169842,0.215136810169038,0,0
237,0.0948069537881717,0.331885988058056,0.413849641172085,0.15674186523955,0.00271555174213726
238,0.0143394605905106,0.0940575829267889,0.269157256039867,0.362906331120147,0.259539369322686
239,0,0.172591469167037,0.104643968922224,0.315484960293814,0.407279601616926
240,0.0518210915392196,0.368735487489899,0.473020354748449,0.106423066222433,0
241,0.255746399076411,0.486399053649322,0.156680082629578,0.101174464644689,0
242,0,0.206063080282437,0.226432671374657,0.311046052476261,0.256458195866645
243,0.330680359951628,0.596055657068148,0.0732639829802233,0,0
244,0.193558714942915,0.751904641775728,0.0545366432813569,0,0
245,0.162832571317961,0.328750043708168,0.508417384973871,0,0
246,0.163756239876769,0.615128236468272,0.159457416981687,0.061658106673272,0
247,0.042985862248952,0.425177213580345,0.264115737214993,0.267721186955709,0
248,0.0727961881299715,0.0083549868275,0.633464494083957,0.24239846870962,0.042985862248952
249,0.754738601320864,0.189592612486115,0,0.0207204701231441,0.0349483160698769
250,0,0,0,0.235156286021147,0.764843713978853
251,0.25752549637662,0.405686913736137,0.276611511520523,0.0083549868275,0.0518210915392196
252,0,0,0.00835498682749999,0.442496042830526,0.549148970341974
253,0,0.0457014139910893,0.145878674466008,0.652392368230776,0.156027543312126
254,0.027562568989134,0.305637006231464,0.180946455994537,0.485853968784865,0
255,0.162832571317961,0.361097318071629,0.448507541621276,0.027562568989134,0
256,0,0,0.255746399076411,0.280328122552012,0.463925478371577
257,0.289929806982046,0.3738419494328,0.336228243585154,0,0
258,0.23364986791889,0.630115736722767,0.0143394605905106,0.121894934767833,0
259,0,0.114331976598231,0.522453184435114,0.363214838966656,0
260,0.242444461338839,0.200496439129975,0.508776060418908,0.0482830391122781,0
261,0.027562568989134,0,0,0,0.972437431010866
262,0,0.528379924933247,0.415951288873732,0.055668786193021,0
263,0,0.0143394605905106,0,0.474428079605134,0.511232459804356
264,0.0867694076090965,0.672297130828337,0.197947599313615,0,0.042985862248952
265,0,0.194088292403139,0.357999022444357,0.214287035880933,0.233625649271571
266,0.00271555174213726,0.183553041441105,0.292481608860609,0.201921552585288,0.31932824537086
267,0.436243443923792,0.481377979279792,0.0823785767964161,0,0
268,0,0.183335194481927,0.3916251603177,0.207906026348299,0.217133618852074
269,0.397699329796765,0.56724073948958,0,0.0350599307136547,0
270,0.224384445675833,0.18327367691518,0.536673091215967,0.055668786193021,0
271,0.0207204701231441,0.295698605499252,0.166471791618906,0.0349483160698769,0.482160816688821
272,0,0.215759568279294,0.295283755944843,0.293724628204385,0.195232047571478
273,0,0.162726339002561,0.407751569023292,0.0727286452429093,0.356793446731238
274,0.00271555174213726,0,0.0705484312380861,0.317534862817563,0.609201154202214
275,0,0.00271555174213726,0.0502570164071446,0.356793446731238,0.59023398511948
276,0.0727961881299715,0.0993219744852862,0.359058636466346,0.327332353167436,0.141490847750961
277,0.027562568989134,0.285840204667128,0.158431241342198,0.507445514878396,0.0207204701231441
278,0.120770377627817,0.206063080282437,0.129117513640444,0.313935001472148,0.230114026977154
279,0.0857025960992889,0.207838483461237,0.365088766968055,0.241011396352314,0.100358757119106
280,0.329351880566797,0.433843093179727,0.00271555174213726,0,0.234089474511339
281,0,0,0.100104130651498,0.231613416262548,0.668282453085954
282,0,0,0.24266531239565,0.365243692486018,0.392090995118332
283,0.32235753118671,0.515355736403178,0.127338416340235,0.0349483160698769,0
284,0,0.00271555174213726,0,0.407805500818392,0.589478947439471
285,0,0.206063080282437,0.0207204701231441,0.321986898962305,0.451229550632113
286,0,0,0.0937231211188643,0.226783550405581,0.679493328475554
287,0.156465060461444,0.279896455374826,0.56363848416373,0,0
288,0.0857025960992889,0.191747864158106,0.287979163404151,0.17397065277466,0.260599723563794
289,0,0.061658106673272,0.0811511749574715,0.0727237985256689,0.784466919843588
290,0,0,0.00835498682749999,0.135307073188982,0.856337939983518
291,0.206063080282437,0.120650912169166,0.424868363965913,0.22769717345934,0.0207204701231441
292,0.0727961881299715,0.199483496633737,0.379316612914787,0.235138537233081,0.113265165088423
293,0.317956201210948,0.489600432783133,0.164880797016785,0.027562568989134,0
294,0.027562568989134,0.2479893285094,0.325073082928848,0.120770377627817,0.278604641944801
295,0.525637516839948,0.288301129941658,0.027562568989134,0.15849878422926,0
296,0.151382905766252,0.124168991732283,0.479829014094163,0,0.244619088407303
297,0.277544287703693,0.535578651552329,0,0.186877060743978,0
298,0,0.370331720684556,0.465190490248537,0.10994114578555,0.0545366432813569
299,0.220402540872948,0,0.648144873751092,0.13145258537596,0
300,0,0.193566565757788,0.597688240600137,0.208745193642075,0
301,0.22290241736928,0.562657952897608,0.214439629733112,0,0
302,0.133719425872868,0.332404898214491,0.448173079813351,0.0857025960992888,0
303,0,0,0,0.116194749954629,0.883805250045371
304,0,0.307171948482044,0.0857025960992889,0.315929295375873,0.291196160042794
305,0,0,0.165086256627642,0.241011396352314,0.593902347020044
306,0,0,0.0349483160698769,0.0850941285385534,0.87995755539157
307,0,0.326713992451603,0.56137088446798,0.111915123080417,0
308,0,0,0,0,1
309,0.20856295677877,0.360030506561821,0.431406536659409,0,0
310,0,0,0,0.391925859384765,0.608074140615235
311,0,0.0349483160698769,0.128079990787505,0.635755171808129,0.201216521334488
312,0,0,0.0857025960992889,0.391241220830226,0.523056183070485
313,0.229283426901914,0.556276943364974,0.214439629733112,0,0
314,0,0,0.17397065277466,0.653437878058303,0.172591469167037
315,0,0,0.0643736584154093,0.586441110339122,0.349185231245469
316,0,0.291765676381726,0.47908610050148,0.229148223116794,0
317,0.15849878422926,0.0518210915392196,0.533670216301783,0.2532943561876,0.00271555174213726
318,0.042985862248952,0.120650912169166,0.476290961667221,0.357356712172524,0.00271555174213726
319,0.206063080282437,0.151048498359088,0.302318623994662,0.319849327240669,0.0207204701231441
320,0.423432294881755,0.447442340662928,0.129125364455317,0,0
321,0.101174464644689,0.121834185039992,0.656340438146154,0.120650912169166,0
322,0,0,0,0.201533221763794,0.798466778236206
323,0.209888208591294,0.34515482330365,0.424236497981912,0.0207204701231441,0
324,0,0,0,0.400618257717061,0.599381742282939
325,0,0,0.214653662857181,0.123794778984387,0.661551558158433
326,0.172591469167037,0.633002797781399,0.159457416981687,0.0349483160698769,0
327,0.37685980492028,0.379262681119688,0.0954906355479821,0.14838687841205,0
328,0.13802262493112,0.101174464644689,0,0.439832413659978,0.320970496764213
329,0.134199668335636,0.565713847056757,0.300086484607608,0,0
330,0.365628676021505,0.197892502031616,0.288145875329928,0.148332946616951,0
331,0,0.0720613191995961,0.0349483160698769,0.549403596809581,0.343586767920946
332,0.455451026085426,0.351717277087161,0.141490847750961,0.0083549868275,0.042985862248952
333,0,0.115782050378924,0.499003157873297,0.385214791747779,0
334,0.0143394605905106,0,0.743248572023753,0.147605013597564,0.0948069537881716
335,0.354276561440737,0.4594480522168,0.134454294803244,0.0518210915392196,0
336,0.00835498682749999,0.214167570422281,0.698764323744299,0.0759975672637827,0.00271555174213726
337,0,0.228447338940603,0.459066514554527,0.206063080282437,0.106423066222433
338,0.163756239876769,0.678146980588958,0.158096779534274,0,0
339,0,0,0.304105572109744,0.327762061537309,0.368132366352947
340,0,0,0,0.104643968922224,0.895356031077776
341,0.042985862248952,0.0482830391122781,0.1083970435173,0.287449850987152,0.512884204134318
342,0.616142638065279,0.209886709160061,0.17397065277466,0,0
343,0.357165510436625,0.168933951281444,0.297942409536289,0.124137037206424,0.0518210915392196
344,0,0,0.467381546905332,0.362560298806463,0.170058154288205
345,0,0,0.525637516839948,0.428661069168962,0.0457014139910893
346,0.042985862248952,0.177172031908472,0.280536644223937,0.49930546161864,0
347,0,0,0.0857025960992889,0.300187870205767,0.614109533694944
348,0.078903418065586,0.363040541269231,0.420230650704718,0.123485929369954,0.0143394605905106
349,0.732852010613563,0.23219967331656,0,0.0349483160698769,0
350,0.120770377627817,0.563368927539025,0.15564255977664,0.1083970435173,0.0518210915392196
351,0,0.00835498682749999,0.0457014139910893,0.945943599181411,0
352,0,0,0.159565595739068,0.358377931702273,0.482056472558659
353,0.336383257703508,0.435101860468827,0.155718693697694,0.0727961881299715,0
354,0,0,0.027562568989134,0.528027077476156,0.44441035353471
355,0.349527905328265,0.371658806523214,0.217155181475249,0.061658106673272,0
356,0,0,0,0.20853398530905,0.79146601469095
357,0.567156563726848,0.295799991097412,0.137043445175741,0,0
358,0.113479198212492,0.0207204701231441,0.233592210889072,0.23655242800674,0.395655692768552
359,0.15684325083771,0.57862905259071,0.200154038156171,0.0643736584154093,0
360,0,0.137523687638508,0.667981142976648,0.0143394605905106,0.180155708794333
361,0.14838687841205,0.429071729967118,0.271699410528254,0.0780457929626068,0.0727961881299715
362,0,0.101174464644689,0.210366951622829,0.320378639657668,0.368079944074815
363,0.439302552446397,0.333913897148022,0.226783550405581,0,0
364,0,0.16780180836978,0.0083549868275,0.345655365274538,0.478187839528182
365,0,0,0.354449958694487,0.323563142343207,0.321986898962305
366,0,0.14838687841205,0.43862911553202,0.41298400605593,0
367,0.124168991732283,0.296460381229736,0.397435820943439,0.181934806094542,0
368,0.14838687841205,0,0.389200811734436,0.462412309853514,0
369,0.556523761793872,0.415913669216994,0,0.027562568989134,0
370,0.0951243944365965,0.308786510112756,0.268131080400378,0.307237544927126,0.0207204701231441
371,0.00271555174213726,0.0867694076090965,0.440956970799994,0.263085096121666,0.206472973727106
372,0,0.0625108850590109,0.159180612203581,0.705512314607437,0.0727961881299715
373,0.100358757119106,0.379961343452795,0.449666805927328,0.061658106673272,0.0083549868275
374,0,0.0349483160698769,0.128688458348241,0.109529451472189,0.726833774109693
375,0.101174464644689,0.0376638678120141,0.519138974754426,0.300120663209226,0.0419020295796446
376,0.515143571275425,0.0482830391122781,0.243193832200222,0.0993219744852862,0.0940575829267889
377,0.164073680525194,0.665607625814526,0.17031869366028,0,0
378,0,0,0,0.20866434237693,0.791335657623071
379,0,0.0705484312380861,0.182428484301089,0.34328534910595,0.403737735354875
380,0.15674186523955,0.476751770444024,0.366506364316426,0,0
381,0,0.135307073188982,0.486038377361544,0.378654549449474,0
382,0,0,0.0207204701231441,0.269564133021571,0.709715396855285
383,0,0,0,0.195093321302975,0.804906678697025
384,0.051340849076452,0.70605943497298,0.170058154288205,0.0518210915392196,0.0207204701231441
385,0.271872807782004,0.187943872253785,0.417130115427094,0.123053204537116,0
386,0.28206064754622,0.410148988855142,0.307790363598638,0,0
387,0.136122780714566,0.33969783646308,0.524179382822355,0,0
388,0,0.0083549868275,0.520962474784102,0.435734222318521,0.0349483160698769
389,0.255350856942825,0.373253614960445,0.371395528096731,0,0
390,0.557479447660069,0.299444058115597,0.143076494224333,0,0
391,0.354276561440737,0.26871006367577,0.362673914292983,0.0143394605905106,0
392,0.309601214383448,0.448418149517481,0.241980636099071,0,0
393,0.00271555174213726,0.291297545640953,0.236125525767904,0.249458835976058,0.220402540872948
394,0.156687933444451,0.706142220010168,0.137169846545381,0,0
